recipe_name,ingredients_list,cuisine,cook_time_minutes,timing,calories,servings,rating,url,img_src,directions
Joy's Easy Banana Bread,"['ripe bananas', 'mashed', 'white sugar', 'egg', '¼  melted butter', '½  all-purpose flour', 'teaspoon baking soda', 'teaspoon salt']",american,60,"Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 9x5-inch loaf",225,10,4.8,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,https://www.allrecipes.com/thmb/j7X-zgn5hOCJDqi21G0PHjZtPyQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241707-joys-easy-banana-bread-mfs-287-a6d07a3519d74ba0b420fa5cbcef4909.jpg,"Preheat the oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.
Combine bananas, sugar, egg, and butter together in a bowl. Mix flour and baking soda together in a separate bowl; stir into banana mixture until batter is just mixed. Stir in salt; pour batter into the prepared loaf pan.
Bake in the preheated oven until a toothpick inserted in the center of the bread comes out clean, about 1 hour.











Dotdash Meredith Food Studios
"
Banana Muffins,"['½  all-purpose flour', 'teaspoon baking powder', 'teaspoon baking soda', '½ teaspoon salt', 'large bananas', 'mashed', '¾  white sugar', 'egg', '⅓  butter', 'melted']",american,25,"Prep Time: 10 mins, Cook Time: 25 mins, Total Time: 35 mins, Servings: 12, Yield: 12 muffins",194,12,4.8,https://www.allrecipes.com/recipe/42719/banana-muffins-ii/,https://www.allrecipes.com/thmb/20_0F0-0D8-GPFXQmzT28-He2O4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/42719-banana-muffins-dianne-1x1-1-793fa50915f646dca14efff860760200.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners. Sift flour, baking powder, baking soda, and salt together in a bowl; set aside.
Mix bananas, sugar, egg, and melted butter in a separate large bowl until well combined; fold in flour mixture until smooth. Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 25 to 30 minutes. Cool briefly in the tin, then transfer to a wire rack to cool completely.











Dianne
"
Peanut Butter Banana Smoothie,"['bananas', 'broken into chunks', 'milk', '½  peanut butter', 'tablespoons honey', 'or to taste', 'ice cubes']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 4, Yield: 4 servings",359,4,4.6,https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,https://www.allrecipes.com/thmb/Cb7TBQWwLHnWVmM2a69i4bJDh44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221261-Peanut-Butter-Banana-Smoothie-mfs-087-0ba0134f414c4741a1713fb35b619f7e.jpg,"Place bananas, milk, peanut butter, honey, and ice cubes in a blender; blend until smooth, about 30 seconds.











Dotdash Meredith Food Studio
"
Janet's Rich Banana Bread,"['white sugar', '½  butter', 'melted', 'eggs', 'teaspoon vanilla extract', '½  all-purpose flour', 'teaspoon baking soda', '½ teaspoon salt', '½  sour cream', '½  chopped walnuts', 'medium bananas', 'sliced']",american,60,"Prep Time: 10 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 1 hrs 20 mins, Servings: 10, Yield: 1 9x5-inch loaf",300,10,4.8,https://www.allrecipes.com/recipe/17066/janets-rich-banana-bread/,https://www.allrecipes.com/thmb/xSzZXZa-O4S6fE4BdpzTIO8aHTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/171761-32f2d2cf9fb64f0c839fa15b69672b0e.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x5-inch loaf pan.
Stir sugar and melted butter together in a large bowl. Add eggs and vanilla; mix well. Combine flour, baking soda, and salt; stir into butter mixture until smooth. Fold in banana slices, sour cream, and walnuts; transfer into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the loaf comes out clean, about 1 hour. Cool loaf in the pan for 10 minutes before inverting onto a wire rack to cool completely.











FoodFun
"
Bananas Foster,"['¼  butter', '⅔  dark brown sugar', '½ tablespoons rum', '½ teaspoons vanilla extract', '½ teaspoon ground cinnamon', 'bananas', 'peeled and sliced lengthwise and crosswise', '¼  coarsely chopped walnuts', 'pint vanilla ice cream']",american,15,"Prep Time: 5 mins, Cook Time: 15 mins, Total Time: 20 mins, Servings: 4",528,4,4.8,https://www.allrecipes.com/recipe/24705/bananas-foster-ii/,https://www.allrecipes.com/thmb/TEWm8mn7zGVC_RFzme9bEntRbf0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1099911-075863dd3fa3418bb6d7fb5ed92cc9e3.jpg,"Melt butter in a large, deep skillet over medium heat. Stir in brown sugar, rum, vanilla, and cinnamon; bring to a low boil.
Place bananas and walnuts in the pan. Cook until bananas have softened, 1 to 2 minutes. Serve at once over vanilla ice cream.











Nickel
"
Banana Cream Pie,"['¾  white sugar', '⅓  all-purpose flour', '¼ teaspoon salt', 'milk', 'egg yolks', 'beaten', 'tablespoons butter', '¼ teaspoons vanilla extract', 'baked pastry shell', 'cooled', 'bananas', 'sliced']",american,25,"Prep Time: 15 mins, Cook Time: 25 mins, Additional Time: 1 hrs, Total Time: 1 hrs 40 mins, Servings: 8, Yield: 1 9-inch pie",307,8,4.4,https://www.allrecipes.com/recipe/12151/banana-cream-pie-i/,https://www.allrecipes.com/thmb/NwBpkbb07s3Gg1Vwkd32rIXObVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3355919-banana-cream-pie-ReneePaj-1x1-1-7d2a3fe5bdde4e82a9eb21c2f2560a2e.jpg,"Preheat the oven to 350 degrees F (175 degrees C).
Combine sugar, flour, and salt in a saucepan. Gradually stir in milk. Cook, stirring constantly, over medium heat until mixture boils and thickens. Continue to cook and stir for 2 more minutes, then remove from the heat.
Place egg yolks in a medium bowl; whisk in a small amount of the hot milk mixture until smooth, then gradually whisk egg yolk mixture into the saucepan. Cook over medium-low heat, stirring constantly, for 2 more minutes. Remove from heat and stir in butter and vanilla.
Fill pastry shell with sliced bananas; pour pudding mixture on top to cover.
Bake in the preheated oven until filling sets, 12 to 15 minutes. Chill pie for 1 hour before serving.











ReneePaj
"
Banana Oat Muffins,"['½  unbleached all-purpose flour', 'rolled oats', '½  white sugar', 'teaspoons baking powder', 'teaspoon baking soda', '½ teaspoon salt', 'egg', '¾  milk', '⅓  vegetable oil', '½ teaspoon vanilla extract', 'mashed bananas']",american,20,"Prep Time: 15 mins, Cook Time: 20 mins, Total Time: 35 mins, Servings: 12, Yield: 12 muffins",208,12,4.5,https://www.allrecipes.com/recipe/6714/banana-oat-muffins/,https://www.allrecipes.com/thmb/ha78TqtiSBUzRFZn4FdH-WEXa-4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193539_original-83a1c8821eac429992c15019e4febede.jpg,"Preheat the oven to 400 degrees F (205 degrees C). Line a 12-cup muffin tin with paper liners.
Combine flour, oats, sugar, baking powder, soda, and salt in a medium bowl; set aside.
Beat egg lightly in a large bowl. Whisk in milk, oil, and vanilla. Stir in mashed bananas. Add the flour mixture and stir until just combined. Spoon batter into the prepared muffin cups, filling each 3/4 full.
Bake in the preheated oven until tops spring back when lightly pressed, 18 to 20 minutes.











K
"
Extreme Banana Nut Bread 'EBNB',"['all-purpose flour', 'teaspoons baking soda', 'teaspoon salt', 'white sugar', 'butter', 'softened', 'mashed overripe bananas', 'large eggs', 'beaten', 'chopped walnuts']",american,60,"Prep Time: 15 mins, Cook Time: 1 hrs, Additional Time: 35 mins, Total Time: 1 hrs 50 mins, Servings: 24, Yield: 2 9x5-inch loaves",240,24,4.7,https://www.allrecipes.com/recipe/67937/extreme-banana-nut-bread-ebnb/,https://www.allrecipes.com/thmb/xIlCSStiKSHavN8i-N0yM5JgIDw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8002026-extreme-banana-nut-bread-ebnb-Josie-Rivera-Abdo-1x1-1-9583f881cc4a49c693494977f97022af.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 9x5-inch loaf pans.
Sift flour, baking soda, and salt into a large bowl.
Cream sugar and butter together in a separate bowl. Stir in bananas, eggs, and walnuts until well blended.
Pour wet ingredients into flour mixture and stir just until blended. Divide the batter evenly between the two prepared pans.
Bake in the preheated oven until a paring knife inserted into the crown of each loaf comes out clean, 60 to 70 minutes.
Remove from the oven and let loaves cool in the pans for at least 5 minutes. Turn out onto a cooling rack, and let cool completely, about 30 minutes.
Slice and serve. For more intense flavor, wrap each loaf in aluminum foil to keep in the moisture, then refrigerate for at least 2 hours before serving.











Josie Rivera-Abdo
"
Ultimate Banana Muffins,"['½  all-purpose flour', 'teaspoon baking powder', 'teaspoon baking soda', 'teaspoon ground cinnamon', '½ teaspoon salt', 'pinch ground nutmeg', 'bananas', '½  white sugar', '⅓  butter', 'melted', '¼  lightly packed brown sugar', 'large egg', 'teaspoon vanilla extract', '¼  chopped walnuts']",american,20,"Prep Time: 15 mins, Cook Time: 20 mins, Total Time: 35 mins, Servings: 12, Yield: 12 muffins",199,12,4.9,https://www.allrecipes.com/recipe/257206/ultimate-banana-muffins/,https://www.allrecipes.com/thmb/aMkYCpCXVPYGidG6VMCN8QspCcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4479074-2c76713874dd47df9ba1726e9c39bc02.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a muffin tin.
Sift flour, baking powder, baking soda, cinnamon, salt, and nutmeg together in a small bowl.
Mash bananas in a large bowl. Mix in white sugar, melted butter, brown sugar, egg, and vanilla extract. Fold in flour mixture until just combined. Fold walnuts into the batter.
Divide batter evenly among the prepared muffin cups.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 20 minutes.









"
Banana Crumb Muffins,"['½  all-purpose flour', 'teaspoon baking soda', 'teaspoon baking powder', '½ teaspoon salt', 'bananas', 'mashed', '¾  white sugar', '⅓  butter', 'melted', 'egg', 'lightly beaten']",american,20,"Prep Time: 15 mins, Cook Time: 20 mins, Total Time: 35 mins, Servings: 10, Yield: 10 muffins",268,10,4.8,https://www.allrecipes.com/recipe/17652/banana-crumb-muffins/,https://www.allrecipes.com/thmb/lDxZD2j8Iak8JxA9lguRQBdQ9gw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/428420-a3ee2761fbb44708ae192f04a3589400.jpg,"Preheat the oven to 375 degrees F (190 degrees C). Lightly grease or line 10 muffin cups with paper liners.
Prepare muffins: Mix flour, baking soda, baking powder, and salt together in a large bowl.
Beat bananas, white sugar, melted butter, and egg together in a separate bowl; stir the banana mixture into the flour mixture just until combined. Spoon batter into prepared muffin cups, filling each about 3/4 full.
Prepare crumb topping: Mix brown sugar, flour, and cinnamon together in a small bowl. Use a fork to mix in 1 tablespoon butter until mixture is crumbly; sprinkle topping over muffins.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 18 to 20 minutes.











TTV78
"
Banana Cake,"['½  mashed bananas', 'teaspoons lemon juice', 'all-purpose flour', '½ teaspoons baking soda', '¼ teaspoon salt', '⅛  white sugar', '¾  butter', 'eggs', 'teaspoons vanilla extract', '½  buttermilk']",american,60,"Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 45 mins, Total Time: 2 hrs 15 mins, Servings: 18, Yield: 1 9x13-inch cake",458,18,4.8,https://www.allrecipes.com/recipe/8333/banana-cake-vi/,https://www.allrecipes.com/thmb/HD83yqf3Yywm-0QNexrWNdMDWLs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/848894-6fbcd8a46aaf4db593e8fb78d368dec7.jpg,"Preheat the oven to 275 degrees F (135 degrees C). Grease and flour a 9x13-inch pan.
Make cake: Mix mashed bananas with lemon juice in a small bowl. Mix flour, baking soda, and salt in a medium bowl.
Cream sugar and butter in a large bowl until light and fluffy, 3 to 4 minutes. Beat in eggs one at a time, then stir in vanilla. Beat in flour mixture alternately with buttermilk. Stir in banana mixture. Pour batter into the prepared pan.
Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 1 hour. Remove cake from the oven and place it directly into the freezer for 45 minutes. This will make the cake very moist.
Meanwhile, make frosting: Cream butter and cream cheese until smooth. Beat in vanilla. Add confectioners sugar and beat on low speed until combined, then on high until frosting is smooth.
Spread frosting on cooled cake.









"
Chocolate Banana Peanut Butter Protein Shake,"['ice cubes', 'milk', 'banana', 'scoop chocolate-flavored protein powder', 'tablespoons peanut butter', 'tablespoon honey', 'teaspoon unsweetened cocoa powder', 'or more to taste']",american,32,"Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",599,1,4.8,https://www.allrecipes.com/recipe/244959/chocolate-banana-peanut-butter-protein-shake/,https://www.allrecipes.com/thmb/o_l87oGIqY71mamvxApxRV8-47I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3618581-b0054e8d05ca4231a3e11626e381d82c.jpg,"Blend ice cubes, milk, banana, protein powder, peanut butter, honey, and cocoa powder together in a blender until smooth."
Fruit and Yogurt Smoothie,"['strawberries', 'banana', '½  yogurt', '¼  pineapple juice', '½ teaspoons white sugar', 'teaspoon orange juice', 'teaspoon milk']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 2",153,2,4.7,https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/,https://www.allrecipes.com/thmb/nXTnAdimMBtkQieZhloU45cM1V0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/441727-fruit-and-yogurt-smoothie-Alberta-Rose-4x3-1-aa04390dac11483aaeeec142dff1f6c7.jpg,"Combine strawberries, banana, yogurt, pineapple juice, sugar, orange juice, and milk in a blender; blend until smooth."
Banana Pudding,"['package cream cheese', 'at room temperature', 'can sweetened condensed milk', 'package instant vanilla pudding mix', 'cold skim milk', 'teaspoon vanilla extract', 'container frozen whipped topping', 'thawed', '½  package vanilla wafers', 'bananas', 'sliced']",american,32,"Prep Time: 30 mins, Additional Time: 3 hrs, Total Time: 3 hrs 30 mins, Servings: 12, Yield: 1 (9x13-inch) dish",383,12,4.8,https://www.allrecipes.com/recipe/21398/banana-pudding-iv/,https://www.allrecipes.com/thmb/SIk29GwU_8MkL0uv01TNrYfrX9s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9140524-6a756f53e75a4933a42ca2079ca17b68.jpg,"Beat cream cheese in a large bowl until fluffy. Beat in condensed milk, then pudding mix. Gradually mix in cold milk until smooth, followed by vanilla. Fold in 1/2 of the whipped topping.
Line the bottom of a 9x13-inch dish with vanilla wafers. Arrange sliced bananas evenly on top. Cover with pudding mixture. Top with remaining whipped topping.
Cover and chill in the refrigerator for at least 3 hours before serving.









"
Strawberry Oatmeal Breakfast Smoothie,"['soy milk', '½  rolled oats', 'frozen strawberries', 'banana', 'broken into chunks', '½ teaspoons white sugar', '½ teaspoon vanilla extract']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 2",148,2,4.4,https://www.allrecipes.com/recipe/23539/strawberry-oatmeal-breakfast-smoothie/,https://www.allrecipes.com/thmb/DlPnojTRGNBSBrlP6xliPzdFspI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/409456-strawberry-oatmeal-breakfast-smoothie-Alberta-Rose-1x1-1-6b6d3d2dc43d49a9ac521cffc963fabb.jpg,"Blend soy milk, oats, strawberries, and banana in a blender until smooth. Add sugar and vanilla and blend again until smooth.
Pour into glasses and serve.











Alberta Rose
"
A-Number-1 Banana Cake,"['½  all-purpose flour', 'tablespoon baking soda', 'pinch salt', 'white sugar', '¾  light brown sugar', '½  unsalted butter', 'softened', 'eggs', 'ripe bananas', 'mashed', '⅔  buttermilk', '½  chopped walnuts']",american,30,"Prep Time: 30 mins, Cook Time: 30 mins, Total Time: 1 hrs, Servings: 12, Yield: 2 8-inch round layers",356,12,4.7,https://www.allrecipes.com/recipe/7754/a-number-1-banana-cake/,https://www.allrecipes.com/thmb/kU5_wRjlF_5Ozm_9EUnnEN6o7IY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9293326-a-number-1-banana-cake-Charice-Lecointe-1x1-1-49bc9e4417a14a7ea5ff5f45e6671878.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour two 8-inch round pans.
Whisk together flour, baking soda, and salt in a small bowl; set aside.
Cream white sugar, brown sugar, and butter in a large bowl until light and fluffy. Beat in eggs, one at a time. Mix in mashed bananas. Add flour mixture alternately with buttermilk, mixing well after each addition. Stir in chopped walnuts. Pour batter into the prepared pans.
Bake in the preheated oven until cake springs back when gently pressed, about 30 minutes.
Remove cake layers from the oven and place them on a damp tea towel to cool.











Charice Lecointe
"
Banana Sour Cream Bread,"['¼  white sugar', 'divided', 'teaspoons ground cinnamon', 'divided', '¾  butter', 'very ripe bananas', 'mashed', 'container sour cream', 'eggs', 'teaspoons vanilla extract', '½  all-purpose flour', 'teaspoons baking soda', '½ teaspoon salt', 'chopped walnuts']",american,60,"Prep Time: 10 mins, Cook Time: 1 hrs, Total Time: 1 hrs 10 mins, Servings: 32, Yield: 4 7x3-inch loaves",266,32,4.8,https://www.allrecipes.com/recipe/6984/banana-sour-cream-bread/,https://www.allrecipes.com/thmb/3m8b7xHsXy_xguNbqIyMyWIjkZc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1087773-d591b4857c5c4131b521e28507a48d74.jpg,"Preheat the oven to 300 degrees F (150 degrees C). Grease four 7x3-inch loaf pans.
Mix 1/4 cup sugar and 1 teaspoon cinnamon together in a small bowl until well combined; dust the greased pans lightly with sugar mixture.
Beat remaining 3 cups sugar and butter together in a large bowl with an electric mixer until smooth. Add mashed bananas, sour cream, eggs, vanilla, and remaining 2 teaspoons cinnamon; continue to beat until well-blended. Add flour, baking soda, and salt; mix until just combined. Stir in walnuts and divide batter evenly into the prepared pans.
Bake in the preheated oven until a toothpick inserted in center comes out clean, about 1 hour.









"
The Best Banana Bread,"['white sugar', '½  margarine', 'softened', 'eggs', '½  mashed banana', 'all-purpose flour', 'teaspoon baking soda']",american,60,"Prep Time: 15 mins, Cook Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 15, Yield: 1 9x5-inch loaf",199,15,4.6,https://www.allrecipes.com/recipe/16952/the-best-banana-bread/,https://www.allrecipes.com/thmb/v0epISNRlsWblEVU1iZHO9f_Pm8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1769978-4cef92ab451d4d6f933c355281f0f4b2.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x5-inch loaf pan.
Beat sugar and margarine in a bowl until smooth. Beat in eggs, then bananas. Add flour and baking soda, stirring just until combined. Pour into the prepared pan.
Bake in the preheated oven until a toothpick in the center comes out clean, about 1 hour. Remove from the pan and let cool.
Store in the refrigerator or freeze.









"
Spinach and Banana Power Smoothie,"['plain soy milk', '¾  packed fresh spinach leaves', 'large banana', 'sliced']",american,32,"Prep Time: 10 mins, Total Time: 10 mins, Servings: 1",273,1,4.8,https://www.allrecipes.com/recipe/241019/spinach-and-banana-power-smoothie/,https://www.allrecipes.com/thmb/7fxIkXzDquL8VytxAU0wlEf-OuM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548861-9766946c2ba1471ca2c8cc51afe1c18b.jpg,Blend soy milk and spinach together in a blender until smooth. Add banana and pulse until thoroughly blended.
Basic Fruit Smoothie,"['quart strawberries', 'hulled', 'fresh peaches - peeled', 'pitted', 'and sliced', 'banana', 'broken into chunks', 'ice', 'orange-peach-mango juice']",american,32,"Prep Time: 10 mins, Total Time: 10 mins, Servings: 4",133,4,4.4,https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,https://www.allrecipes.com/thmb/UkeuVPlM5KjA520YuyD87dSDG2E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23553-basic-fruit-smoothie-ddmfs-1x1-0709-0a157232688a4468be54e8278d9b633f.jpg,"Combine strawberries, peaches, and banana in a blender; blend until smooth. Add ice and pour in juice; blend again to desired consistency.











dotdash meredith food studios
"
Southern Style Banana Split Cake,"['graham cracker crumbs', '¾  white sugar', '¼  butter', 'melted', 'packages cream cheese', ""½  confectioners' sugar"", 'bananas', 'sliced', 'can crushed pineapple', 'drained', 'container frozen whipped topping', 'thawed', 'jar maraschino cherries', 'drained', 'crushed peanuts']",american,32,"Prep Time: 30 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs, Servings: 12, Yield: 1 9x13-inch pan",778,12,4.8,https://www.allrecipes.com/recipe/15439/southern-style-banana-split-cake/,https://www.allrecipes.com/thmb/0oe2D_k11Njb6LUJivCFN0fBzh8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8320770-b0fd654dc6704fd7b4a4c68dbd16bdff.jpg,"Combine graham cracker crumbs, white sugar, and melted butter in a large bowl; mix well. Press into a 9x13-inch cake pan; refrigerate until chilled, about 30 minutes.
Beat together cream cheese and confectioners' sugar in the large bowl until smooth; spread over chilled graham cracker crust.
Layer sliced bananas and crushed pineapple over cream cheese mixture; cover with whipped topping.
Top with cherries and chopped nuts. Refrigerate for at least 1 hour and serve chilled."
Chocolate Banana Muffins,"['½  all-purpose flour', '¼  unsweetened cocoa powder', '½ teaspoons baking powder', '½ teaspoon baking soda', '½ teaspoon salt', '½  white sugar', '½  canola oil', '¼  milk', 'egg', 'teaspoon vanilla extract', 'large very ripe bananas', 'mashed', '¾  mini semisweet chocolate chips']",american,20,"Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 12, Yield: 12 muffins",210,12,4.7,https://www.allrecipes.com/recipe/269764/chocolate-banana-muffins/,https://www.allrecipes.com/thmb/6VkoRLVx5YpRLHVGJHcoGVonh0w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6983400-chocolate-banana-muffins-June-4x3-1-83716e08940b481590939c24fabbce00.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Line a12-cup muffin tin with paper liners.
Combine flour, cocoa, baking powder, baking soda, and salt together in a large bowl.
Whisk sugar, oil, milk, egg, and vanilla extract together in a separate bowl until smooth; stir into flour mixture until just moistened. Fold in bananas and chocolate chips.
Divide batter among the muffin cups, filling each about 3/4 full.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, 20 to 25 minutes."
Vegan Banana Muffins,"['all-purpose flour', 'white sugar', '½  brown sugar', 'teaspoons ground cinnamon', 'teaspoons baking powder', 'teaspoon baking soda', 'teaspoon ground nutmeg', 'teaspoon salt', 'mashed ripe bananas', 'canola oil', 'coconut milk']",american,30,"Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 12, Yield: 1 dozen muffins",459,12,4.8,https://www.allrecipes.com/recipe/233146/vegan-banana-muffins/,https://www.allrecipes.com/thmb/VvP1rVx1U8erVOmnpl0ZMzUuxjM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6770800-4144435dda7b48c3b7458113340dd66f.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease 12 muffin cups or line with paper liners.
Mix flour, white sugar, brown sugar, cinnamon, baking powder, baking soda, nutmeg, and salt together in a large bowl. Stir bananas, canola oil, and coconut milk together in a separate bowl; stir banana mixture into flour mixture until just combined. Divide batter among the muffin cups, filling each about 3/4 full.
Bake in the preheated oven until a toothpick inserted into the center of a muffin comes out clean, 30 to 35 minutes.









"
Pineapple and Banana Smoothie,"['ice cubes', '¼  fresh pineapple - peeled', 'cored and cubed', 'large banana', 'cut into chunks', 'pineapple or apple juice']",american,32,"Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 smoothie",337,1,4.6,https://www.allrecipes.com/recipe/138159/pineapple-and-banana-smoothie/,https://www.allrecipes.com/thmb/HTfBfNHYpGanMrrM4ufCZQh88E0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/138159-pineapple-and-banana-smoothie-ddmfs-1x1-0065-f2a9d534c9a1492d827218a576e43cb6.jpg,"Place ice cubes, pineapple, banana, and pineapple juice into the container of a blender. Puree on high until smooth.











Dotdash Meredith Food Studios
"
Sarah's Banana Bread Muffins,"['white sugar', '½  vegetable oil', 'large egg', 'ripe bananas', 'mashed', '¼  chopped walnuts', 'all-purpose flour', 'teaspoon baking soda', '½ teaspoon salt']",american,35,"Prep Time: 10 mins, Cook Time: 35 mins, Total Time: 45 mins, Servings: 12, Yield: 12 muffins",280,12,4.6,https://www.allrecipes.com/recipe/6990/sarahs-banana-bread-muffins/,https://www.allrecipes.com/thmb/X2xPO9hSyyL9A2SBh3XG-3dydqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5845097-sarahs-banana-bread-muffins-Ashley-Arceneaux-4x3-1-5c218776f1244e8cb8593a50d2e6302c.jpg,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 12-cup muffin tin or line cups with paper liners.
Mix sugar, oil, and egg in a large bowl until light and creamy. Stir in bananas and walnuts. Add flour, baking soda, and salt; stir until completely smooth. Spoon batter into the prepared muffin cups, filling each 3/4 full.
Bake in the preheated oven until tops spring back when lightly pressed, about 30 to 40 minutes."
Air Fryer Roasted Bananas,"['banana', 'sliced into -inch thick diagonals', 'avocado oil cooking spray']",american,10,"Prep Time: 5 mins, Cook Time: 10 mins, Total Time: 15 mins, Servings: 1",121,1,4.5,https://www.allrecipes.com/recipe/272347/air-fryer-roasted-bananas/,https://www.allrecipes.com/thmb/GJOLU4Jp-laDoTuVIlbIA0A2D3A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/272347-air-fryer-roasted-bananas-ddmfs-1359-4x3-1-c62465c854ab4ff582ee9847c8c7ef21.jpg,"Preheat an air fryer to 375 degrees F (190 degrees C) according to manufacturer's instructions. Line the air fryer basket, if desired.
Place banana slices into the basket, making sure that they are not touching; cook in batches if necessary. Mist banana slices with avocado oil.
Cook in the air fryer for 5 minutes. Remove the basket and flip banana slices carefully (they will be soft). Cook until banana slices are browned and caramelized, an additional 2 to 3 minutes. Carefully remove from basket."
Banana Chocolate Chip Cookies,"['½  all-purpose flour', 'teaspoons baking powder', '½ teaspoon salt', '¼ teaspoon baking soda', 'white sugar', '⅔  butter', 'softened', 'mashed bananas', 'eggs', 'teaspoon vanilla extract', 'semisweet chocolate chips']",american,15,"Prep Time: 15 mins, Cook Time: 15 mins, Additional Time: 45 mins, Total Time: 1 hrs 15 mins, Servings: 18, Yield: 3 dozen",289,18,4.2,https://www.allrecipes.com/recipe/11201/banana-chocolate-chip-cookies/,https://www.allrecipes.com/thmb/QWaRuxGff4CEj0RmRoWNXf-rdA8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8051927-banana-chocolate-chip-cookies-Anthony-Fenton-4x3-1-d1a7a7f6f9fd4dc79d761b893f909d65.jpg,"Preheat the oven to 400 degrees F (200 degrees C). Grease cookie sheets.
Sift flour, baking powder, salt, and baking soda together in a large bowl.
Beat sugar and butter together in a separate large bowl with an electric mixer until light and fluffy. Add bananas, eggs, and vanilla; beat to combine. Gradually blend in flour mixture until just combined; stir in chocolate chips. Drop dough by teaspoonfuls onto prepared cookie sheets.
Bake in the preheated oven for 12 to 15 minutes. Transfer cookies to a wire rack to cool completely."
